Name,"Sub Category","Plan","AUM","CAGR 3Y","Expense Ratio","Volatility","Sharpe Ratio","Alpha","Sortino Ratio","Tracking Error","Time since inception","SEBI Risk Category","NAV"
Mahindra Manulife Manufacturing Fund,"Thematic Fund","Growth","816.1691999999999","0","0.69","17.046046546926945","-0.33336466519413843","1.67","-0.0327","6.606970173990496","12","Very High","9.7571"
Motilal Oswal BSE Enhanced Value Index Fund,"Index Fund","Growth","814.9241000000001","0","0.46","25.524621198364535","-0.03333646651941384","3.11","-0.003","0.20478115147639933","34","Very High","24.8808"
Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund,"Flexi Cap Fund","Growth","814.1664","7.15339073004857","0.2","0.33812701755405467","10.151747780554834","0","1.2988","0","39","Low","12.0885"
ITI Large & Mid Cap Fund,"Large & Mid Cap Fund","Growth","804.1755","0","0.45","20.303495561109667","-0.3000281986747246","6.6000000000000005","-0.0296","5.379870715918738","9","Very High","9.806"
JM Aggressive Hybrid Fund,"Aggressive Hybrid Fund","Growth","801.977021604","24.897765286629216","0.58","14.244195908509543","0.0174619586530263","-2.54","0.0017","5.516391483569671","149","Very High","134.7456"
Navi US Total Stock Market FoF,"FoFs (Overseas)","Growth","799.629912","16.428963119984765","0.06","21.289302499612337","0.6000563973494492","0","0.0633","0","40","Very High","15.6756"
Axis Retirement Fund-Aggressive Plan,"Solution Oriented, Retirement Fund - Equity Oriented","Growth","799.557502","17.813549497770232","1.08","12.785328635588527","0.6794289366813868","0","0.0666","0","66","Very High","20.13"
HDFC Dynamic Debt Fund,"Dynamic Bond Fund","Growth","798.6847","8.856304524758585","0.75","2.063686022630381","3.3526960613810495","0","0.3549","0","149","Moderately High","100.0714"
Union Multi Asset Allocation Fund,"Multi Asset Allocation Fund","Growth","798.1925","0","1","9.888230949972801","0.44766112183212875","0","0.0467","0","9","Very High","10.56"
Bank of India Multi Cap Fund,"Multi Cap Fund","Growth","796.1317","0","1","20.701945708555996","0.28097878923505953","2.8000000000000003","0.0257","4.913160184646945","27","Very High","17.76"
UTI Banking & PSU Fund,"Banking & PSU Fund","Growth","791.9094","7.845860865143894","0.32","0.8111873519724035","6.459337250833092","0","0.9029","0","136","Moderate","22.2969"
Navi Nifty Next 50 Index Fund,"Index Fund","Growth","790.8049980000001","21.23839625729651","0.12","22.94183876850328","-0.11429645663799032","2.37","-0.0106","0.4063874013795212","41","Very High","15.8592"
ICICI Pru Retirement Fund-Hybrid Aggressive Plan,"Solution Oriented, Retirement Fund - Equity Oriented","Growth","789.6373623233011","22.517070068396073","0.9","16.871426960396683","0.3127278049678346","-1.0999999999999999","0.0293","7.045106591102792","76","Very High","27.42"
DSP US Flexible Equity FoF,"FoFs (Overseas)","Growth","785.8646000000001","14.426510234954893","1.55","22.708483502867384","0.40003759823296614","0","0.0402","0","149","Very High","64.7281"
LIC MF Manufacturing Fund,"Thematic Fund","Growth","784.0167","0","0.5","21.216279763426954","-0.23970506878245193","11.41","-0.0241","8.276968401534464","8","Very High","9.9012"
Invesco India Manufacturing Fund,"Thematic Fund","Growth","771.5475","0","0.72","19.47643370127088","-0.04127372045260761","6.800000000000001","-0.004","7.397520665736596","10","Very High","10.14"
Franklin India Corp Debt Fund-A,"Corporate Bond Fund","Growth","771.485808872","8.279073729233666","0.23","1.6795229322638023","4.190870076726312","0","0.8544","0","149","Moderately High","107.934"
Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund,"Flexi Cap Fund","Growth","768.6936000000001","0","0.2","2.522459299968981","3.4749297719522336","0","0.3886","0","30","Moderate","12.7968"
SBI Nifty Midcap 150 Index Fund,"Index Fund","Growth","767.5151","0","0.46","20.70035825776936","0.3000281986747246","3.92","0.0282","0.04762352359916264","32","Very High","18.3696"
PGIM India ELSS Tax Saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","763.9705","17.42300962858938","0.73","15.334774598930368","0.6000563973494492","3.73","0.0594","4.11625988975429","114","Very High","39.1"
Sundaram Corp Bond Fund,"Corporate Bond Fund","Growth","762.72866046197","7.699178102061155","0.33","1.0159685034488029","5.892617320003056","0","0.7707","0","145","Moderate","41.6502"
TRUSTMF Liquid Fund,"Liquid Fund","Growth","762.277309474","6.954978890598551","0.1","0.08730979326513148","8.061075094551596","-0.09","0.3249","0.0380988188793301","50","Moderately Low","1270.2168"
LIC MF Balanced Advantage Fund,"Balanced Advantage Fund","Growth","760.5982","14.158478896753834","0.8","10.478762642602419","0.9350085133302264","0","0.0936","0","43","Very High","14.6607"
UTI Innovation Fund,"Thematic Fund","Growth","759.6411","0","0.99","21.419473464116713","0.3444768207006097","3.01","0.0347","11.137554719057501","20","Very High","11.5325"
Mirae Asset Nifty SDL Jun 2027 Index Fund,"Flexi Cap Fund","Growth","755.2606","8.209760725343497","0.19","0.8429363677051787","6.449812546113259","0","0.9519","0","39","Moderately Low","12.3468"
Aditya Birla SL Special Opp Fund,"Thematic Fund","Growth","753.1521","20.712838161210346","1.37","16.488851320816742","0.5286211119507053","3.66","0.0509","3.55588976207081","56","Very High","25.47"
Baroda BNP Paribas Energy Opportunities Fund,"Sectoral Fund - Energy & Power","Growth","750.0732","0","0.7","17.785798613500607","2.462136170076708","8.58","0.2805","7.837244533635531","4","Very High","11.4275"
HDFC Nifty G-Sec Jun 2027 Index Fund,"Flexi Cap Fund","Growth","748.2625999999999","0","0.2","0.7937253933193773","6.718091729055209","0","0.9917","0","30","Moderately Low","12.165"
Baroda BNP Paribas Conservative Hybrid Fund,"Conservative Hybrid Fund","Growth","748.2008999999999","11.21120299118532","0.55","4.370252015616491","1.3239339560567212","-0.8999999999999999","0.1281","1.7604829223823786","149","Moderately High","54.403"
UTI Gilt Fund,"Gilt - Short & Mid Term Fund","Growth","742.4091999999999","8.58158869283474","0.65","2.5907196837944473","2.597069486941002","0","0.2786","0","149","Moderate","66.0171"
Aditya Birla SL CRISIL-IBX Financial Services 9-12 Months Debt Index Fund,"Flexi Cap Fund","Growth","740.5992","0","0.15","0.6921285429744969","11.134379817484223","0","1.8766","0","3","Moderately Low","10.2026"
Axis CRISIL-IBX AAA Bond NBFC - Jun 2027 Index Fund,"Flexi Cap Fund","Growth","738.2297","0","0.17","0.788963040959461","7.07368070526229","0","1.0437","0","9","Moderately Low","10.6394"
Franklin India NSE Nifty 50 Index Fund,"Index Fund","Growth","726.799711993","15.886293909329652","0.27","15.501456931527438","0.4428987694722125","-0.25","0.0446","0.3174901573277509","149","Very High","209.3348"
360 ONE Dynamic Bond Fund,"Dynamic Bond Fund","Growth","723.919385113074","8.710823721759265","0.27","1.4890288378671517","5.044918599937962","1.08","0.5769","0.9778696845694728","144","Moderately High","24.0004"
Union Short Duration Fund,"Short Duration Fund","Growth","721.9716999999999","0","0.33","1.1112155506471282","8.457937791211284","0","1.2919","0","5","Moderate","10.4055"
DSP NIFTY 50 Index Fund,"Index Fund","Growth","718.0281","15.979304660950389","0.17","15.557017709059792","0.43813641711229623","1.41","0.0441","0.05079842517244015","76","Very High","24.1513"
Quant PSU Fund,"Thematic Fund","Growth","717.2167","0","0.96","26.111977989420872","-0.35082662384716473","0.22999999999999998","-0.0308","9.116729867666367","16","Very High","10.6456"
Motilal Oswal Digital India Fund,"Sectoral Fund - Technology","Growth","715.7982000000001","0","0.83","24.021305303417634","-0.17303213574362422","2.92","-0.0179","15.731637295590057","7","Very High","9.9221"
HDFC NIFTY200 Momentum 30 Index Fund,"Index Fund","Growth","712.8413","0","0.4","24.06416647465688","-0.6222807083623917","3.34","-0.0583","0.265104281368672","16","Very High","10.2496"
HDFC Nifty G-Sec Jul 2031 Index Fund,"Flexi Cap Fund","Growth","711.3457000000001","0","0.2","1.7573080208091012","4.7036166808106294","0","0.5898","0","31","Moderate","12.7479"
Kotak Credit Risk Fund,"Credit Risk Fund","Growth","709.2533999999999","8.029588433852663","0.81","1.8716044774470915","2.77803887661782","0","0.225","0","149","High","33.0447"
Motilal Oswal Manufacturing Fund,"Thematic Fund","Growth","702.9258","0","0.87","24.754707566844736","0.5587826768968416","14.21","0.0551","12.129711460706723","10","Very High","11.3347"
Nippon India Equity Savings Fund,"Equity Savings","Growth","702.4643","10.275653399820506","0.74","4.2448434034720295","0.7381646157870208","0","0.0747","0","121","Moderate","17.4554"
Invesco India Short Duration Fund,"Short Duration Fund","Growth","692.8139","7.871386020809612","0.35","0.8778602850112313","6.6768180086026","0","0.8907","0","149","Moderate","3941.3434"
Invesco India Gilt Fund,"Gilt - Short & Mid Term Fund","Growth","692.1995","9.090643997745262","0.46","3.108228640238681","2.3541895165852726","0","0.2507","0","149","Moderate","3190.4069"
Kotak Quant Fund,"Thematic Fund","Growth","690.5618","0","1.16","19.060521595171526","-0.1571576278772367","-1.49","-0.0145","6.154546699798451","22","Very High","14.42"
Nippon India Nifty 500 Momentum 50 Index Fund,"Index Fund","Growth","685.8674000000001","0","0.25","25.851636060412115","-1.292184940323946","8.92","-0.1267","0.3095529033945571","9","Very High","8.1932"
UTI India Consumer Fund,"Sectoral Fund - Consumption","Growth","684.1912","17.14353069747343","1.51","15.349061656010116","0.20636860226303808","0.8699999999999999","0.022","4.571858265519612","149","Very High","60.4919"
Axis Nifty 50 Index Fund,"Index Fund","Growth","683.722604","15.995168773317614","0.1","15.466533014221385","0.43496151553901874","1.73","0.0437","0.08889724405177024","42","Very High","14.8727"
DSP FMP 267-1246D,"Fixed Maturity Plans","Growth","683.5602","0","0","0.5841818894830616","7.184802260327003","0","0.9194","0","31","Moderately Low","12.1128"
SBI FMP-66-1361D,"Fixed Maturity Plans","Growth","681.1574","0","0","0.3365395667674159","3.9448152047973046","0","0.442","0","35","Moderately Low","12.3367"
360 ONE Quant Fund,"Thematic Fund","Growth","676.45258923171","29.646454027720193","0.5","21.389311899170576","0.3301897636208609","2.55","0.0305","7.418157525962899","43","Very High","19.9039"
Motilal Oswal Nifty 50 Index Fund,"Index Fund","Growth","676.0472","16.047583528077112","0.11","15.569717315352904","0.439723867898935","1.4200000000000002","0.0443","0.0380988188793301","66","Very High","21.3409"
UTI Equity Savings Fund,"Equity Savings","Growth","673.9211","12.87297059512702","0.42","4.590907674959278","1.054067322328133","0","0.1135","0","82","Moderate","19.3042"
Franklin India Equity Savings Fund,"Equity Savings","Growth","671.6441609569999","10.18243605908349","0.38","2.938371406068334","1.3842570859489938","0","0.1435","0","82","Moderate","17.7207"
Baroda BNP Paribas Focused Fund,"Focused Fund","Growth","670.24","19.138049009812885","0.5","20.030454025807803","0.02857411415949758","0.32","0.0026","5.829119288537506","92","Very High","24.5054"
HSBC Credit Risk Fund,"Credit Risk Fund","Growth","669.6202000000001","12.157114579138572","0.86","11.280425289854989","1.5811009834921994","0","2.0152","0","149","Moderate","34.959"
ICICI Pru Nifty Midcap 150 Index Fund,"Index Fund","Growth","667.2111930589","27.048924148985943","0.3","20.792430403394405","0.3047905510346408","3.18","0.0286","0.08730979326513148","42","Very High","18.8503"
Motilal Oswal Arbitrage Fund,"Arbitrage Fund","Growth","667.1725","0","0.1","0.9143716531039225","3.65748661241569","0","0.502","0","6","Low","10.307"
Aditya Birla SL CRISIL IBX Gilt Apr 2029 Index Fund,"Flexi Cap Fund","Growth","665.2623","0","0.21","1.3271088576299985","5.222713088041503","0","0.6472","0","32","Moderate","12.6889"
HSBC Medium Duration Fund,"Medium Duration Fund","Growth","658.0305000000001","8.776829636397142","0.4","1.1302649600867931","5.784670666511621","0","0.7185","0","124","Moderate","22.3605"
HDFC Nifty G-Sec Sep 2032 Index Fund,"Flexi Cap Fund","Growth","653.8023000000001","0","0.2","2.0351119084708835","4.190870076726312","0","0.4944","0","30","Moderate","12.6811"
Kotak CRISIL-IBX Financial Services 3-6 Months Debt Index Fund,"Flexi Cap Fund","Growth","653.6168","0","0.12","0.43496151553901874","13.321887001472426","0","1.8159","0","3","Moderately Low","10.2011"
Invesco India Aggressive Hybrid Fund,"Aggressive Hybrid Fund","Growth","653.1058","20.93519138814979","0.81","13.24092701135385","0.7588014760133247","1.51","0.0743","4.533759446640283","84","Very High","25.0528"
Mahindra Manulife Large Cap Fund,"Large Cap Fund","Growth","650.769","18.105505509070618","0.66","15.190316577346241","0.4428987694722125","2.3","0.0436","2.4716608747965405","75","Very High","25.5955"
PGIM India Large and Mid Cap Fund,"Large & Mid Cap Fund","Growth","649.4342","0","0.58","16.115800385956636","0.6841912890413031","4.4799999999999995","0.067","4.206744584592699","16","Very High","12.45"
HSBC Equity Savings Fund,"Equity Savings","Growth","648.5126","13.8611885330697","0.61","9.61042706231102","0.4714728836317101","0","0.0436","0","149","Moderate","35.9115"
Nippon India US Equity Opp Fund,"Thematic Fund - Global","Growth","642.1383999999999","15.63362648474904","1.29","18.87478985313479","0.47464778520498757","0","0.049","0","119","Very High","37.5777"
SBI Magnum Comma Fund,"Thematic Fund","Growth","635.4444","17.56265110146835","1.85","22.691021544214355","0.14922037394404292","4.7","0.0133","5.7560965523521235","149","Very High","110.7223"
Union Aggressive Hybrid Fund,"Aggressive Hybrid Fund","Growth","634.9333","16.390885552555147","1","12.766279226148864","0.5111591532976789","0.11","0.0484","2.8097878923505952","54","Very High","18.7"
Motilal Oswal Nifty Bank Index Fund,"Index Fund","Growth","633.6766","16.54774009674003","0.33","18.089001713748605","0.6318054130822243","1.95","0.0629","0.07778508854529896","69","Very High","20.4804"
JM Small Cap Fund,"Small Cap Fund","Growth","631.095271616","0","0.62","23.28631558920389","-0.06508548225218894","5.7299999999999995","-0.0062","5.032218993644852","12","Very High","10.0467"
Aditya Birla SL Equity Savings Fund,"Equity Savings","Growth","629.3408000000001","10.396486050039222","0.61","3.111403541811959","1.4525174697744603","0","0.1538","0","127","Moderate","24.07"
Navi Nifty Bank Index Fund,"Index Fund","Growth","629.079458","16.446736830446127","0.1","18.119163278694742","0.633392863868863","1.96","0.0631","0.05873567910563392","40","Very High","14.5309"
Nippon India Silver ETF FOF,"FoFs (Domestic) - Silver","Growth","621.9231","14.726638743913135","0.27","23.379975185615578","0.03968626966596886","0","0.0041","0","40","Very High","15.2505"
Aditya Birla SL ESG Integration Strategy Fund,"Thematic Fund","Growth","621.7879","17.8458787419699","1.44","15.588766724792569","0.6699042319615544","3.37","0.07","4.463911612028178","54","Very High","18.69"
Edelweiss Technology Fund,"Sectoral Fund - Technology","Growth","617.0689","0","0.63","17.609591576183703","0.542908169030454","1.1400000000000001","0.0567","9.619951767030852","15","Very High","11.4635"
Bajaj Finserv Multi Cap Fund,"Multi Cap Fund","Growth","603.8430000000001","0","0.67","14.620421744942929","2.895510234829088","9.139999999999999","0.3217","7.835657082848892","4","Low","11.13"
Unifi Dynamic Asset Allocation Fund,"Dynamic Asset Allocation Fund","Growth","602.06029018","0","0.93","0.8778602850112313","7.697548864411321","0","1.2306","0","3","Moderate","10.213"
Aditya Birla SL Gold Fund,"FoFs - Gold","Growth","601.2628","21.52820301822922","0.2","15.977692167519063","1.5080782473068168","0","0.1637","0","149","High","28.7957"
Edelweiss Equity Savings Fund,"Equity Savings","Growth","598.1071","12.614953993739263","0.6","4.4512120057350675","1.4620421744942929","0","0.1472","0","128","Moderate","27.3177"
Motilal Oswal Nifty 500 Momentum 50 Index Fund,"Index Fund","Growth","596.0312","0","0.37","25.789725479733207","-1.3112343497636112","8.93","-0.1285","0.1047717519181578","9","Very High","8.1636"
Kotak Nifty Next 50 Index Fund,"Index Fund","Growth","595.9086","21.421925707815692","0.1","22.87675328625109","-0.11270900585135157","2.3800000000000003","-0.0104","0.1889066436100118","51","Very High","19.4839"
ICICI Pru Nifty Bank Index Fund,"Index Fund","Growth","595.7639365419","16.39142717826374","0.2","18.054077796442552","0.6286305115089468","1.9300000000000002","0.0627","0.10318430113151904","39","Very High","15.8845"
PGIM India Large Cap Fund,"Large Cap Fund","Growth","593.4022","16.403246708665442","0.85","15.117293841160858","0.4079748521661599","2.08","0.0406","3.3225344964349133","149","Very High","396.09"
SBI FMP-67-1467D,"Fixed Maturity Plans","Growth","586.3328","0","0","0.3778132872200236","4.141659102340511","0","0.4718","0","35","Moderately Low","12.3327"
Sundaram Overnight Fund,"Overnight Fund","Growth","584.65455179798","6.406827097906986","0.06","0.012699606293110037","16.839677944663908","0.01","0.1025","0.003174901573277509","75","Low","1369.4279"
Mahindra Manulife Low Duration Fund,"Low Duration Fund","Growth","584.4857","7.613670063460987","0.3","0.4254368108191862","10.36287873517779","-0.11","1.3644","0.13652076765093288","100","Moderate","1745.5525"
Mirae Asset S&P 500 Top 50 ETF FoF,"FoFs (Overseas)","Growth","583.1919","27.12050498810674","0.09","32.83165716926272","0.7175277555607169","0","0.0734","0","45","Very High","19.474"
UTI Nifty200 Quality 30 Index Fund,"Index Fund","Growth","580.8779","0","0.44","15.626865543671899","-1.2620233753778098","7.12","-0.1359","0.2444674211423682","9","Very High","8.9744"
Mahindra Manulife Multi Asset Allocation Fund,"Multi Asset Allocation Fund","Growth","580.1525","0","0.42","9.13895417867931","0.873097932651315","3.2099999999999995","0.0816","8.459525241997923","15","Very High","11.9648"
Quant BFSI Fund,"Sectoral Fund - Banks & Financial Services","Growth","580.008","0","0.77","23.148207370766315","0.006349803146555018","-6.6000000000000005","0.0006","12.713893350189784","24","Very High","16.9392"
HSBC Financial Services Fund,"Sectoral Fund - Banks & Financial Services","Growth","578.7765","0","0.88","18.52078832771435","2.735177705378574","-7.2700000000000005","0.3302","4.003550883902938","4","Very High","11.2825"
DSP Floater Fund,"Floating Rate Fund","Growth","576.5016","8.52454024214715","0.25","1.0048563479423316","6.2355066899170275","0","0.8591","0","51","Moderate","13.386"
ICICI Pru CRISIL-IBX Financial Services 3-6 Months Debt Index Fund,"Flexi Cap Fund","Growth","574.9919933203","0","0.1","0.43337406475238","12.796440791095","0","1.7997","0","3","Moderately Low","10.1724"
Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund,"Flexi Cap Fund","Growth","573.1841000000001","0","0.21","1.0286681097419128","5.945003195962135","0","0.8728","0","32","Moderately Low","12.4566"
Baroda BNP Paribas Business Cycle Fund,"Thematic Fund","Growth","565.1024","21.305697955905778","0.92","16.59203562194826","0.16668233259706922","1.32","0.0158","3.303485086995248","45","Very High","16.3392"
Union Business Cycle Fund,"Thematic Fund","Growth","563.8537","0","0.78","17.625466084050093","-0.01904940943966505","-0.05","-0.0017","3.962277163450331","15","Very High","11.1"
Mahindra Manulife Equity Savings Fund,"Equity Savings","Growth","562.8032","12.226535295384334","0.72","5.884680066069862","0.6968908953344132","0","0.0655","0","100","Moderately High","23.6099"
HDFC MNC Fund,"Thematic Fund - MNC","Growth","558.1734","0","1.25","14.853777010578824","-0.5603701276834803","1.52","-0.0542","4.440099850228596","27","Very High","13.282"
UTI BSE Low Volatility Index Fund,"Index Fund","Growth","556.2877","18.199784898648574","0.45","12.40116554522195","0.06032312989227267","3.5999999999999996","0.0065","0.15080782473068166","39","Very High","16.6201"
Kotak Technology Fund,"Sectoral Fund - Technology","Growth","555.0982","0","0.96","19.044647087305137","0.6540297240951668","1.52","0.0718","5.30208562737344","15","Very High","11.595"
Edelweiss Low Duration Fund,"Low Duration Fund","Growth","552.2733999999999","0","0.2","0.6873661906145806","11.335986067387344","-0.22999999999999998","1.7699","0.25875447822211695","3","Moderately Low","1020.7706"
Nippon India Nifty Next 50 Junior BeES FoF,"FoFs (Domestic) - Equity Oriented","Growth","550.1263","21.26724517831984","0.12","19.589142707122228","-0.18731919282337303","1.34","-0.0183","12.026527159575204","75","Very High","25.0748"
Bajaj Finserv Consumption Fund,"Sectoral Fund - Consumption","Growth","549.688202","0","0.67","16.78729206870483","-0.8334116629853461","1.06","-0.0857","5.465593058397231","7","Very High","9.504"
Motilal Oswal Ultra Short Term Fund,"Ultra Short Duration Fund","Growth","549.3964","6.287598574579212","0.29","0.26351683058203323","9.615189414670937","-0.03","1.1552","0.1571576278772367","141","Moderately Low","17.342"
Franklin India Banking & PSU Debt Fund,"Banking & PSU Fund","Growth","544.8119462029999","7.839155319224567","0.17","1.041367716035023","5.338596995466131","0","0.7464","0","134","Moderate","23.483"
LIC MF Multi Asset Allocation Fund,"Multi Asset Allocation Fund","Growth","537.337","0","0.52","12.572610230178936","2.7097784927923536","0","0.3163","0","4","Very High","11.0387"
Bandhan CRISIL IBX 90:10 SDL Plus Gilt - April 2032 Index Fund,"Flexi Cap Fund","Growth","536.0277","0","0.08","1.9287527057660865","3.8860795256916707","0","0.4842","0","31","Moderate","12.6596"
Bank of India Business Cycle Fund,"Thematic Fund","Growth","533.9061","0","1.11","19.53358192958987","-0.7683261807331572","2.5100000000000002","-0.0751","8.222995074788749","10","Very High","9.16"
Canara Rob Ultra Short Term Fund,"Ultra Short Duration Fund","Growth","529.9449","6.980016673574774","0.42","0.35082662384716473","10.05491328256987","-0.19","1.3795","0.08413489169185398","149","Moderately Low","4018.3706"
Quantum Liquid Fund,"Liquid Fund","Growth","526.2061","6.689261366475074","0.15","0.06032312989227267","8.089649208711094","-0.06","0.231","0.02381176179958132","230","Low","35.0549"
Bank of India Mfg & Infra Fund,"Sectoral Fund - Infrastructure","Growth","525.9636","30.43690180817751","0.75","22.791030943772597","0.18731919282337303","6.02","0.0172","10.181909345500971","149","Very High","64.18"
ICICI Pru Nifty 200 Momentum 30 Index Fund,"Index Fund","Growth","525.251384445","0","0.4","23.85462297082056","-0.620693257575753","3.3099999999999996","-0.0584","0.4222619092459087","34","Very High","16.6289"
Tata Housing Opportunities Fund,"Thematic Fund","Growth","519.5415987071","0","0.74","18.882727107067986","-0.03333646651941384","0.8699999999999999","-0.0031","7.821370025769143","33","Very High","15.5766"
Baroda BNP Paribas Overnight Fund,"Overnight Fund","Growth","519.5065","6.422428206144581","0.09","0.012699606293110037","17.03810929299375","0.02","0.107","0.004762352359916263","74","Low","1353.7127"
ITI Large Cap Fund,"Large Cap Fund","Growth","518.3528","19.072810789223915","0.61","18.943050236960257","0.07778508854529896","0.13","0.0072","4.608369633612305","54","Very High","19.1551"
LIC MF Small Cap Fund,"Small Cap Fund","Growth","517.6613","24.26744367138509","0.96","24.67374757672616","0.2158933069828706","4.17","0.0202","6.6466564436564655","96","Very High","33.1601"
UTI Nifty 500 Value 50 Index Fund,"Index Fund","Growth","516.2616","0","0.57","25.653204712082275","-0.1222337105711841","1.8399999999999999","-0.0108","0.4714728836317101","25","Very High","19.1537"
Franklin India Pension Plan,"Solution Oriented, Retirement Fund - Debt Oriented","Growth","514.916616298","13.061147066650559","1.55","6.4879113649925895","0.8762728342245925","0.42","0.0849","1.3604453241494125","149","High","238.3975"
Bandhan Transportation and Logistics Fund,"Thematic Fund","Growth","512.6668","0","0.89","17.84770919417952","-0.13017096450437787","3.84","-0.013","5.39098287142521","32","Very High","17.556"
HSBC Low Duration Fund,"Low Duration Fund","Growth","509.7436","8.064725221003144","0.39","1.3588578733627736","4.167058314926731","0","1.6996","0","149","Moderately Low","30.145"
LIC MF Dividend Yield Fund,"Dividend Yield Fund","Growth","509.44870000000003","26.91398626132422","0.69","19.47167134891096","0.46988543284507134","3.73","0.0446","5.381458166705378","78","Very High","33.0551"
JM Large Cap Fund,"Large Cap Fund","Growth","506.634333357","19.428604267793403","0.76","17.80008567058035","-0.1571576278772367","-2.12","-0.0145","4.140071651553871","149","Very High","171.194"
LIC MF Aggressive Hybrid Fund,"Aggressive Hybrid Fund","Growth","506.4324","16.4017490055792","1.41","13.706050091839005","0.5063968009377626","0.16","0.0488","4.568683363946335","149","Very High","221.4342"
ICICI Pru Nifty IT Index Fund,"Index Fund","Growth","502.7176846129","0","0.37","22.8116678039989","0.5016344485778464","-0.5700000000000001","0.0546","0.06826038382546644","34","Very High","13.0734"
Bandhan Bond Fund - Income Plan,"Medium to Long Duration Fund","Growth","493.3894","7.617713767369483","1.32","1.933515058126003","2.5113471444625097","0","0.2682","0","149","Moderate","71.2998"
ITI Focused Equity Fund,"Focused Fund","Growth","492.3872","0","0.64","19.638353681508033","0.35558897620708096","2.86","0.0327","5.438606395024373","24","Very High","15.2"
Nippon India Multi Asset Active FoF,"FoFs (Domestic) - Hybrid","Growth","488.39959999999996","22.471778530396502","0.27","10.767678685770672","1.0191434050220802","0","0.095","0","52","Very High","22.0715"
Mahindra Manulife Consumption Fund,"Sectoral Fund - Consumption","Growth","478.9798","20.47347020341441","0.68","15.91736903762679","0.19049409439665055","0.8","0.0201","5.032218993644852","79","Very High","24.5524"
Samco Dynamic Asset Allocation Fund,"Dynamic Asset Allocation Fund","Growth","478.2489","0","0.8","14.817265642486134","-0.19843134832984433","0","-0.0173","0","18","Very High","10.53"
SBI FMP-42-1857D,"Fixed Maturity Plans","Growth","477.9069","7.564167345092088","0","0.3047905510346408","4.3162786888707725","0","0.4722","0","51","Moderately Low","12.9174"
Kotak Global Innovation FoF,"FoFs (Overseas)","Growth","475.7604","15.4200751552221","0.5","21.340100924784778","0.36670113171355223","0","0.0382","0","47","Very High","10.8075"
Axis Greater China Equity FoF,"FoFs (Overseas)","Growth","469.87510000000003","4.5270778590106975","0.53","27.497822526156504","0.34606427148724844","0","0.0366","0","52","Very High","8.12"
HDFC FMP-Sr 46-1861D-Mar 2022,"Fixed Maturity Plans","Growth","468.6879","8.223426337804508","0","0.736577165000382","7.308623421684825","0","1.0918","0","39","Moderately Low","12.4307"
Axis Global Innovation FoF,"FoFs (Overseas)","Growth","467.157","17.67319494447117","0.86","22.43385451677888","0.4317866139657412","0","0.0429","0","49","Very High","14.29"
Invesco India ESG Integration Strategy Fund,"Thematic Fund","Growth","466.25160000000005","17.449775758905204","0.97","16.750780700612136","0.4841724899248201","2.39","0.0483","5.235412694334612","51","Very High","18.81"
Sundaram Banking & PSU Fund,"Banking & PSU Fund","Growth","466.0280114609","7.7518193516138645","0.27","0.9572328243431689","6.010088678214324","0","0.8179","0","149","Moderate","43.7674"
UTI Dynamic Bond Fund,"Dynamic Bond Fund","Growth","465.1443","8.45471615753739","0.71","1.738258611369436","3.954339909517137","0.09","0.4409","0.633392863868863","149","Moderate","33.9238"
Aditya Birla SL Nifty India Defence Index Fund,"Index Fund","Growth","461.459","0","0.31","34.27147503274407","0.9477081196233365","17.71","0.1018","0.6841912890413031","10","Very High","12.5771"
ICICI Pru FMP-85-10Y-I,"Fixed Maturity Plans","Growth","461.0329329203","9.118582044226464","0","1.552526869332702","4.560746110013142","1.6099999999999999","0.6635","1.590625688212032","75","Moderate","17.0359"
Bandhan CRISIL IBX Gilt April 2032 Index Fund,"Flexi Cap Fund","Growth","460.041","0","0.2","1.7858821349685987","4.643293550918356","0","0.5232","0","28","Moderate","12.5476"
Kotak FMP-292-1735D,"Fixed Maturity Plans","Growth","456.92760000000004","7.800318393221417","0","0.542908169030454","8.026151177245543","0","1.1363","0","46","Moderately Low","12.6182"
WOC Ultra Short Duration Fund,"Ultra Short Duration Fund","Growth","456.7287","7.035754932745353","0.47","0.33177721440749963","10.462888134736032","-0.1","1.3886","0.07461018697202146","72","Low","1401.9659"
ICICI Pru Nifty Smallcap 250 Index Fund,"Index Fund","Growth","450.4548637378","26.050801529536404","0.33","23.21964265616506","0.17779448810354048","3.63","0.0166","0.17461958653026297","43","Very High","17.188"
PGIM India Liquid Fund,"Liquid Fund","Growth","448.5218","7.030617807769635","0.12","0.11429645663799032","6.756190547934539","-0.16999999999999998","0.372","0.06508548225218894","149","Moderately Low","342.1413"
Axis Nifty Smallcap 50 Index Fund,"Index Fund","Growth","447.252603","28.173191608813863","0.27","24.370544476478155","0.29050349395489206","3.29","0.0278","0.5937065942028942","39","Very High","18.1364"
HDFC Nifty LargeMidcap 250 Index Fund,"Index Fund","Growth","445.12989999999996","0","0.25","17.352424548748225","-0.44607367104549","6.09","-0.045","0.02222431101294256","8","Very High","9.7338"
